,text,code,party,label,party_code
10401,"Our working relationship is a necessary, though sometimes difficult, benefit to both, and we look toward the strengthening of historic ties that have frayed under the weight of international conflict.",107,R,internationalism +,1
10402,This process cannot progress as long as any citizen of Pakistan can be punished for helping the War on Terror.,104,R,military +,1
10403,"Pakistanis, Afghans, and Americans have a common interest in ridding the region of the Taliban and securing Pakistan's nuclear arsenal.",104,R,military +,1
10404,That goal has been undermined by the current Administration's feckless treatment of troop commitments,305.1,R,political authority: party competence,1
10405,"and blatant disregard of advice from commanders on the ground, particularly with regard to Afghanistan.",305.1,R,political authority: party competence,1
10406,A Republican president will work with all regional leaders to restore mutual trust,107,R,internationalism +,1
10407,while insisting upon progress against corruption and the narcotic trade that fuels insurgency.,304,R,political corruption,1
10408,Renewing the European Alliance,H,R,,1
10409,"With bipartisan support, President Truman forged the North Atlantic Treaty Organization (NATO) as an alliance of the western democracies.",107,R,internationalism +,1
10410,"Its continued effectiveness is vital, especially in light of recent military challenges in Eastern Europe.",107,R,internationalism +,1
10411,"With the American people spending on defense, per capita, four times the amount spent by Europeans, we demand, as we have in the past, that our fellow members of NATO fulfill their commitments and meet their need for greater investment in their armed forces.",109,R,internationalism -,1
10412,"Our historic ties to the peoples of Europe have been based on shared culture and values,",107,R,internationalism +,1
10413,common interests and goals.,107,R,internationalism +,1
10414,"Their endurance cannot be taken for granted, especially in light of the continent's economic problems and demographic changes.",107,R,internationalism +,1
10415,"We recognize with regret the increasing trend among many of our allies to move away from rights and liberties that Americans hold dear, especially freedom of speech.",201.1,R,freedom,1
10416,It would be a tragic irony if the nations of Europe which withstood Soviet repression were to now impose a form of it upon themselves.,201.1,R,freedom,1
10417,We honor our special relationship with the people of the United Kingdom,101,R,foreign special +,1
10418,and are grateful for their staunch support in the fight against terrorism.,101,R,foreign special +,1
10419,"We respect their decision concerning their nation's relationship to the European Union and pledge that, however much other international relationships may change, those who were first to our side in our hour of loss will always rank first in our policies and our esteem.",101,R,foreign special +,1
10420,"We thank the several nations of Europe that have contributed to a united effort in Iraq, Afghanistan, and elsewhere.",107,R,internationalism +,1
10421,Their support and sacrifice in the fight against Islamic terrorism will not be forgotten.,107,R,internationalism +,1
10422,We applaud the ongoing reconciliation in Northern Ireland,106,R,peace,1
10423,and hope that its success might be replicated in Cyprus.,106,R,peace,1
10424,We urge greater coordination in economic and security affairs between the United States and the republics of Eastern Europe.,107,R,internationalism +,1
10425,We urge that Poland be granted visa waiver status and we support placement of NATO troops in Poland.,107,R,internationalism +,1
10426,"For the people of Russia, we affirm our respect and our determination to maintain a friendship beyond the reach of those who wish to divide us.",107,R,internationalism +,1
10427,"We have common imperatives: Ending terrorism,",104,R,military +,1
10428,"combating nuclear proliferation,",106,R,peace,1
10429,"promoting trade, and more.",406,R,protectionism +,1
10430,We also have a common problem: The continuing erosion of personal liberty and fundamental rights under the current officials in the Kremlin.,201.1,R,freedom,1
